"Country","Status","PR.Rating","CL.Rating","A1","A2","A3","A.Aggr","B1","B2","B3","B4","B.Aggr","C1","C2","C3","C.Aggr","Add.A","Add.B","PR.Aggr","D1","D2","D3","D4","D.Aggr","E1","E2","E3","E.Aggr","F1","F2","F3","F4","F.Aggr","G1","G2","G3","G4","G.Aggr","CL.Aggr","Total.Aggr","Year","Region","FSI_Total","FSI_Demographic.Pressures","FSI_Refugees.and.IDPs","FSI_Group.Grievance","FSI_Human.Flight","FSI_Uneven.Development","FSI_Poverty.and.Economic.Decline","FSI_Legitimacy.of.the.State","FSI_Public.Services","FSI_Human.Rights","FSI_Security.Apparatus","FSI_Factionalized.Elites","PTS_A","PTS_H","PTS_S","UN_hdi","UN_gdi","UN_gii","UN_iie","UN_iii","UN_iile","UN_imr","UN_ynis","UN_yu","TI_Corruption_Perception_Index","Ease.of.doing.business.index..1.most.business.friendly.regulations.","Fuel.exports....of.merchandise.exports.","GDP.at.market.prices..constant.2010.US..","GDP.growth..annual...","GDP.per.capita..constant.2010.US..","GDP..PPP..constant.2011.international...","Income.share.held.by.fourth.20.","Income.share.held.by.highest.10.","Income.share.held.by.highest.20.","Income.share.held.by.lowest.10.","Income.share.held.by.lowest.20.","Income.share.held.by.second.20.","Income.share.held.by.third.20.","Internally.displaced.persons..number..high.estimate.","Internally.displaced.persons..number..low.estimate.","Labor.force.participation.rate.for.ages.15.24..total......modeled.ILO.estimate.","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Labor.force.participation.rate..total....of.total.population.ages.15....modeled.ILO.estimate.","Labor.force.participation.rate..total....of.total.population.ages.15....national.estimate.","Labor.force..female....of.total.labor.force.","Labor.force..total","Life.expectancy.at.birth..total..years.","Lifetime.risk.of.maternal.death....","Literacy.rate..adult.female....of.females.ages.15.and.above.","Literacy.rate..adult.male....of.males.ages.15.and.above.","Military.expenditure....of.GDP.","Mineral.rents....of.GDP.","Mobile.cellular.subscriptions..per.100.people.","Mortality.rate..under.5..per.1.000.live.births.","Net.bilateral.aid.flows.from.DAC.donors..Total..current.US..","Population.density..people.per.sq..km.of.land.area.","Population.growth..annual...","Population..total","Rural.population....of.total.population."
"Burkina Faso","PF",5,3,1,2,2,5,2,1,2,3,8,1,1,2,4,0,0,17,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,53,2014,"Sub-Saharan Africa",89,9,7.6,5.3,6.6,8.1,7.4,7.8,8.8,6.5,6.9,7.3,3,NA,3,0.399,0.874,"",38.6,24.2,24.2,62.2,"","","38","0","11.73303093","11219859392","4.030336888","637.8835119","27725798563","20.64","29.6","44.32","3.6","8.31","11.69","15.05","0","0","76.19999695","0","83.30000305","0","47.32322335","7942183","58.58846341","2.148950186","26.22027969","44.37944031","1.665794571","9.010641912","71.7259882","92.4","756150000","64.28800439","2.911018317","17589198","70.976"
"Burkina Faso","PF",6,3,0,0,2,2,2,1,1,2,6,0,1,0,1,0,0,9,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,45,2015,"Sub-Saharan Africa",89.2,9.1,7.1,5,6.9,8.1,7.1,8.1,8.9,6.2,7.4,7.8,3,NA,3,0.402,0.874,"0.615",38.6,24.2,24.2,60.9,"","","38","142","0.029129375","11671015481","4.021049409","644.6091165","28840666622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.070127335","28.34884071","47.57350159","0","9.815166443","80.64303328","88.6","0","66.17532895","2.893466212","18105570","70.141"
"Burkina Faso","PF",4,3,2,2,2,6,2,2,2,3,9,2,2,2,6,0,0,21,3,4,3,4,14,2,3,3,8,2,2,2,2,8,3,2,1,2,8,38,59,2016,"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burkina Faso","PF",4,3,2,2,3,7,2,3,2,3,10,2,2,2,6,0,0,23,3,4,3,4,14,3,3,3,9,2,2,2,2,8,3,2,2,2,9,40,63,2017,"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burma","NF",7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,-1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,5,2006,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,0.484,NA,"",NA,NA,NA,NA,"","","1.9","0","0","33103433579","13.07610138","657.3938258","1.24714E+11","0","0","0","0","0","0","0","500000","0","58","0","77.90000153","0","49.63403838","27224303","63.8242439","0.632071614","0","0","0","0.598193372","0.424185551","68.1","111690000","77.05871578","0.73919816","50355559","70.614"
"Burma","NF",7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,-2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,4,2007,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0.493,NA,"",NA,NA,NA,NA,"","","1.4","0","0","37073010379","11.99143524","731.2401899","1.39669E+11","0","0","0","0","0","0","0","0","500000","57.90000153","0","78.09999847","0","49.58942464","27543056","64.09368293","0.590355426","0","0","0","0.37658968","0.487204548","65.8","156890000","77.57806035","0.67934976","50698814","70.135"
"Burma","NF",7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,-2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,3,2008,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,0.504,NA,"",NA,NA,NA,NA,"","","1.3","0","0","40874960812","10.25530539","800.99855","1.53993E+11","0","0","0","0","0","0","0","2250000","451000","57.90000153","0","78.19999695","0","49.67519509","27836402","64.36760976","0.531460242","0","0","0","0.107051202","0.717919003","87.2","481680000","78.10994168","0.651129484","51030006","69.637"
"Burma","NF",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,2,2009,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,0.515,NA,"",NA,NA,NA,NA,"","","1.4","0","0","45187272895","10.5500091","879.6479423","1.70239E+11","0","0","0","0","0","0","0","2521","470000","57.79999924","0","78.40000153","0","49.62771393","28181554","64.64356098","0.520108865","0","0","0","0.033795895","0.974001217","61.4","311800000","78.63114189","0.663517849","51369725","69.119"
"Burma","NF",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,2,2010,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0.526,NA,"0.45899999999999996",NA,NA,NA,45.8,"","","1.4","0","38.50379678","49540813342","9.634439452","957.6247442","1.86641E+11","0","0","0","0","0","0","0","105993","446000","57.70000076","0","78.5","0","49.57117624","28513812","64.9174878","0.49372029","0","0","0","0.15562171","1.143820373","59.3","305210000","79.19207207","0.704713591","51733013","68.595"
"Burma","NF",7,7,0,0,0,0,1,1,0,1,3,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,5,2011,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,0.533,NA,"0.47600000000000003",NA,NA,NA,44.5,"","","1.5","0","0","52310879191","5.591482378","1003.558115","1.97077E+11","0","0","0","0","0","0","0","13152","450000","57.59999847","0","78.5","0","49.62221281","28899868","65.18090244","0.47016746","0","0","0","0.324305162","2.375550859","57.2","327190000","79.78908448","0.755643793","52125411","68.065"
"Burma","NF",7,6,0,1,0,1,1,1,1,1,4,1,0,1,2,0,3,4,1,1,1,2,5,1,0,1,2,0,0,0,0,0,1,1,1,0,3,10,14,2012,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,0.54,NA,"0.446",NA,NA,NA,43.2,"","","15","0","0","56146663570","7.332670447","1068.567933","2.11528E+11","0","0","0","0","0","0","0","73840","450000","57.59999847","0","78.59999847","0","49.53813116","29340148","65.42778049","0.444852474","0","0","3.711036796","0.402619537","7.064027247","55.3","388290000","80.44682079","0.799532281","52543841","67.531"
"Burma","NF",6,5,0,2,1,3,2,2,1,1,6,2,0,1,3,0,3,9,2,1,1,3,7,2,1,1,4,0,1,0,0,1,2,1,1,1,5,17,26,2013,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0.547,NA,"0.44299999999999995",19.4,NA,NA,41.9,"","","21","0","0","60877582017","8.426001025","1148.984193","2.29351E+11","0","0","0","0","0","0","0","223000","0","57.5","0","78.59999847","0","49.51321418","29765555","65.65409756","0.422018197","0","0","3.809150256","0.553839335","12.82858801","53.5","3674060000","81.12915569","0.8338866","52983829","66.993"
"Burma","NF",6,5,0,2,1,3,2,2,1,1,6,2,0,1,3,0,3,9,2,1,1,3,7,1,2,1,4,0,1,0,0,1,2,1,1,1,5,17,26,2014,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0.552,NA,"0.44299999999999995",19.4,NA,NA,40.7,"","","21","0","0","65742457738","7.991243344","1230.276066","2.47679E+11","0","0","0","0","0","0","0","81032","0","57.40000153","0","78.59999847","0","49.42132503","30217049","65.85785366","0.402535082","90.89013672","95.10141754","3.5790302","0.648917837","54.03928721","51.7","1229100000","81.8232973","0.85196116","53437159","66.449"
"Burma","NF",6,6,0,2,1,3,2,2,1,1,6,2,0,1,3,0,3,9,1,1,1,3,6,1,2,1,4,0,1,0,0,1,2,1,1,1,5,16,25,2015,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0.556,NA,"0.374",19.4,NA,NA,39.5,"","","22","171","0","70537733541","7.294031845","1308.746906","2.65745E+11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.384770652","91.15045166","95.16603851","3.502313454","0.282946132","76.67284749","50","0","82.52764439","0.857130965","53897154","65.902"
"Burma","NF",6,5,0,2,1,3,2,3,2,1,8,2,0,1,3,0,3,11,2,1,1,3,7,1,2,1,4,0,1,0,0,1,2,1,1,1,5,17,28,2016,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burma","PF",5,5,2,2,1,5,2,3,2,1,8,2,1,1,4,0,3,14,2,1,1,3,7,2,2,1,5,0,1,0,0,1,2,1,1,1,5,18,32,2017,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burundi","PF",3,5,3,3,3,9,3,3,2,3,11,2,1,2,5,0,0,25,2,3,2,2,9,2,2,1,5,1,1,1,1,4,2,2,1,1,6,24,49,2006,"Sub-Saharan Africa",96.7,9,9.1,7,6.7,8.8,7.8,7.2,8.5,7.5,7.3,7.8,4,NA,4,0.309,NA,"",NA,NA,NA,NA,"","","2.4","0","0","1714698066","5.384657398","208.6497274","5665109338","20.97","27.97","42.88","4.01","8.92","11.93","15.31","100000","0","66.80000305","0","82.40000153","0","51.41288255","3727663","53.05387805","4.988806972","0","0","3.512254715","0.495714829","2.486764507","120.9","269740000","320.0183022","3.51512201","8218070","90.383"
"Burundi","PF",4,5,3,3,3,9,2,2,2,3,9,2,1,1,4,0,0,22,1,3,2,2,8,2,2,1,5,1,1,1,1,4,2,2,1,1,6,23,45,2007,"Sub-Saharan Africa",95.2,9.1,8.9,6.7,6.7,8.8,8.2,7.1,8.9,7.5,6.8,7.5,4,NA,4,0.319,NA,"",NA,NA,NA,NA,"","","2.5","0","5.729812","1796760634","4.785831951","211.0216893","5936231951","0","0","0","0","0","0","0","100000","0","66.30000305","0","82.30000305","0","51.36687949","3881359","53.45607317","4.969245416","0","0","3.414900143","0.592537695","3.241953471","114.5","323770000","331.5645639","3.544436497","8514578","90.136"
"Burundi","PF",4,5,3,3,3,9,2,2,2,3,9,2,1,1,4,0,0,22,1,3,2,2,8,2,2,1,5,1,1,1,1,4,2,2,1,1,6,23,45,2008,"Sub-Saharan Africa",94.1,9.1,8.2,6.7,6.5,8.8,8,7.1,9,7.5,6.8,7.8,4,NA,4,0.336,NA,"",NA,NA,NA,NA,"","","1.9","0","1.396358139","1887463245","5.048118783","213.9545574","6235899991","0","0","0","0","0","0","0","2770","0","65.69999695","49.79999924","82.19999695","70","51.45061042","4036094","53.89102439","4.928271948","84.59146881","88.77617645","2.721230834","0.722953818","5.572453585","108.6","339820000","343.5278427","3.544561077","8821795","89.882"
"Burundi","PF",4,5,3,3,2,8,2,1,2,3,8,2,1,1,4,0,0,20,1,3,2,2,8,2,2,1,5,1,1,1,1,4,2,2,1,1,6,23,43,2009,"Sub-Saharan Africa",95.7,9.2,8.1,7.5,6.5,8.4,8,7.5,9,7.6,7.3,7.7,3,NA,3,0.361,NA,"",NA,NA,NA,NA,"","","1.8","0","1.878585239","1952928500","3.468425425","213.7200958","6452187532","0","0","0","0","0","0","0","0","0","65.30000305","0","82.19999695","0","51.40648816","4196196","54.35121951","4.868646789","0","0","0","0.559468114","10.31456575","103.5","395090000","355.8327882","3.519276012","9137786","89.624"
"Burundi","PF",4,5,3,3,3,9,2,2,2,3,9,2,1,1,4,0,0,22,1,3,2,2,8,2,2,1,5,1,1,1,1,4,2,2,1,1,6,23,45,2010,"Sub-Saharan Africa",96.7,9.4,8.4,7.8,6.5,8.4,8.2,7.6,9,7.7,7.1,7.9,3,NA,4,0.385,0.908,"0.502",36.3,24.9,24.9,63.8,"","","1.8","0","2.324284391","2026864469","3.785902543","214.2309908","6696461064","0","0","0","0","0","0","0","1500","0","64.90000153","0","82.19999695","0","51.48007978","4356353","54.82919512","4.782986742","0","0","0","0.405049903","18.1747416","98.8","413340000","368.4235592","3.477232803","9461117","89.359"
"Burundi","PF",5,5,1,1,2,4,1,1,1,3,6,1,1,1,3,0,0,13,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,35,2011,"Sub-Saharan Africa",98.6,9.1,8.7,8.2,6.2,8.1,8.5,8.2,8.8,8,7.7,8.2,3,NA,4,0.393,0.912,"0.499",NA,NA,NA,61.6,"","","1.9","0","0.03621768","2111823041","4.191625681","215.7089345","6977151646","0","0","0","0","0","0","0","0","0","64.90000153","0","82.40000153","0","51.45466276","4504068","55.31202439","4.741537937","0","0","0","0.482272787","20.06827414","94.9","356280000","381.2364097","3.418642812","9790151","89.088"
"Burundi","PF",5,5,1,1,2,4,1,1,1,3,6,1,1,1,3,0,0,13,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,35,2012,"Sub-Saharan Africa",97.5,8.8,8.9,8,5.9,7.9,8.8,8.3,8.5,8.1,7.4,7.9,3,NA,4,0.398,0.915,"0.494",NA,NA,NA,59.5,"","","19","0","0.009361122","2196704928","4.01936553","216.967683","7257588874","0","0","0","0","0","0","0","0","0","64.80000305","0","82.5","0","51.47417165","4650103","55.78929268","4.664709756","0","0","2.385018691","0.660004502","22.81446021","91.2","283500000","394.2590343","3.358846017","10124572","88.811"
"Burundi","PF",5,5,1,1,2,4,1,1,1,3,6,1,0,1,2,0,0,12,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,34,2013,"Sub-Saharan Africa",97.6,8.9,8.8,8.1,6.2,7.6,9.1,8.4,8.3,7.9,7.7,7.9,NA,4,4,0.404,0.918,"0.489",41,13.2,13.2,57.6,"","","21","0","0.000467857","2297622744","4.594054218","219.5329395","7591006442","0","0","0","0","0","0","0","0","0","64.59999847","0","82.59999847","0","51.48302365","4799384","56.25160976","4.558843219","0","0","2.2420093","0.480634341","24.96258806","87.8","323780000","407.5529206","3.316265","10465959","88.528"
"Burundi","PF",5,5,1,1,2,4,1,1,1,3,6,1,0,1,2,0,0,12,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,34,2014,"Sub-Saharan Africa",97.1,8.7,9,8.1,6.5,7.5,8.8,8.1,8.6,8,7.4,7.9,3,3,3,0.406,0.919,"0.483",36.9,14.1,14.1,55.8,"","","20","0","0.039931806","2404713060","4.660918184","222.3115636","7944817041","0","0","0","0","0","0","0","12500","0","64.5","0","82.69999695","0","51.48853205","4952060","56.69202439","4.431196561","0","0","2.009842197","0.365313515","30.46201036","84.6","311170000","421.2172897","3.297803748","10816860","88.239"
"Burundi","NF",6,5,1,1,2,4,1,0,1,3,5,1,0,1,2,0,0,11,1,3,2,2,8,0,2,1,3,1,1,1,1,4,2,2,1,1,6,21,32,2015,"Sub-Saharan Africa",98.1,9.2,9,8,6.8,7.7,8.5,8.4,8.3,8.2,7.7,7.9,4,4,4,0.404,0.919,"0.474",36.9,14.1,14.1,54.1,"","","21","155","0.005387805","2310810954","-3.904919353","206.7114487","7634578343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.272948275","82.91288757","88.19145966","2.136161197","0.339384855","46.2209572","81.7","0","435.3162383","3.292392347","11178921","87.943"
"Burundi","NF",7,6,0,0,1,1,1,0,0,3,4,0,0,0,0,0,0,5,0,3,2,1,6,0,1,1,2,0,0,0,1,1,1,2,1,1,5,14,19,2016,"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burundi","NF",7,6,0,0,1,1,1,0,0,3,4,0,0,0,0,0,0,5,0,3,2,1,6,0,1,1,2,0,0,0,1,1,1,2,1,1,5,14,19,2017,"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia","NF",6,5,1,1,1,3,2,1,1,1,5,1,1,1,3,0,0,11,1,3,2,3,9,2,3,1,6,0,0,1,1,2,2,1,2,2,7,24,35,2006,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,0.495,NA,"",NA,NA,NA,NA,"","","2.1","0","0","9014922853","10.77108716","666.5199931","28947685730","0","0","0","0","0","0","0","0","0","76.5","0","81.30000305","0","50.08526825","7010816","63.79558537","0.918577662","0","0","1.043100079","0","12.70116666","60.4","390920000","76.62225244","1.52954223","13525360","80.707"
"Cambodia","NF",6,5,1,1,1,3,2,1,1,1,5,1,1,1,3,0,0,11,1,3,2,3,9,2,3,1,6,0,0,1,1,2,2,1,2,2,7,24,35,2007,"Asia Pacific",85.7,7.6,5.9,7.3,8,7.2,6.4,8.5,7.6,7.1,6.2,7.5,3,NA,4,0.511,NA,"",NA,NA,NA,NA,"","","2.0","0","0","9935578323","10.21257181","723.7086048","31903988922","19.82","33.57","49.24","2.87","6.87","10.29","13.79","0","0","75.40000153","0","81.90000153","0","50.30000271","7260101","64.55234146","0.827970978","0","0","0.914612028","0","18.79147363","55.8","497570000","77.77418989","1.492209037","13728700","80.587"
"Cambodia","NF",6,5,1,1,1,3,2,1,1,1,5,1,1,1,3,0,0,11,2,3,2,3,10,2,3,1,6,0,0,1,1,2,2,1,2,1,6,24,35,2008,"Asia Pacific",85.8,7.8,5.7,7.5,8,7.2,6.6,8.3,7.6,7.1,6.2,7.2,2,NA,4,0.52,NA,"",NA,NA,NA,NA,"","","1.8","0","1.23759E-05","10600425244","6.691577475","760.7782337","34038869058","21.38","28.42","43.54","3.29","7.79","11.78","15.52","0","0","74.09999847","58.29999924","82.40000153","77.19999695","50.49840284","7504873","65.23497561","0.755110561","70.85820007","85.08267212","0.798217508","0","30.39341867","51.5","497360000","78.93530478","1.481896344","13933660","80.467"
"Cambodia","NF",6,5,1,1,1,3,2,1,1,1,5,1,1,1,3,0,0,11,2,3,2,3,10,2,2,1,5,0,0,1,1,2,2,1,2,1,6,23,34,2009,"Asia Pacific",87.3,7.9,5.2,7,8,7.2,7.5,8.5,7.9,7.4,6.5,7.5,3,NA,3,0.519,NA,"",NA,NA,NA,NA,"","","2.0","0","0","10609615491","0.086696959","750.0963453","34068379722","21.41","28.02","43.26","3.39","7.99","11.81","15.54","66000","0","73.59999847","76.09999847","82.40000153","84.40000153","50.41524175","7701899","65.84446341","0.685763407","65.93125153","82.75240326","1.313127999","0","44.31490591","47.3","519610000","80.12880693","1.500683641","14144337","80.334"
"Cambodia","NF",6,5,1,1,1,3,2,1,1,1,5,1,1,1,3,0,0,11,1,3,2,3,9,2,2,1,5,0,0,0,1,1,2,1,2,1,6,21,32,2010,"Asia Pacific",88.7,8,5.3,6.9,7.9,7.1,7.7,8.7,8.3,7.7,6.4,7.7,3,NA,3,0.533,0.894,"0.49200000000000005",31.1,21.4,21.4,36.7,"","","2.1","0","0.000103594","11242275199","5.963078575","782.6927899","36099903974","21","27.72","42.72","3.57","8.44","12.25","15.59","31505","0","73.09999847","78.69999695","82.5","87","50.20592992","7900746","66.38565854","0.630705457","0","0","1.493096881","0","56.74071111","43.1","544430000","81.37087016","1.538192192","14363586","80.19"
"Cambodia","NF",6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,3,2,3,9,1,2,1,4,0,0,0,1,1,2,1,2,1,6,20,29,2011,"Asia Pacific",88.5,7.7,5.6,7.2,7.6,6.8,7.2,8.5,8.4,8,6.2,8,3,NA,3,0.54,0.894,"0.488",31.1,21.4,21.4,33.6,"","","2.1","0","0.000141032","12037055708","7.069569946","824.8457512","38652011936","21.06","26.61","41.41","3.81","8.92","12.67","15.94","214000","0","72.90000153","78.59999847","82.5","87.5","50.09162891","8076054","66.87287805","0.581380064","0","0","1.497788708","0","94.18821019","39.3","548840000","82.67107976","1.585249184","14593099","80.033"
"Cambodia","NF",6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,3,2,3,9,1,2,1,4,0,0,1,1,2,2,1,2,1,6,21,30,2012,"Asia Pacific",88.7,7.5,5.9,7.3,7.7,7.1,6.9,8.2,8.3,7.7,6.5,8,3,NA,3,0.546,0.894,"0.486",28.3,20.3,20.3,30.7,"7.8","7.8","22","0","0.014763169","12911105171","7.261322743","870.4748652","41458659269","21.78","25.23","40.21","3.93","9.05","12.66","16.3","0","0","72.80000305","73.30000305","82.5","84.19999695","50.03522033","8260853","67.32887805","0.54395852","0","0","1.547939822","0","128.5272115","35.8","668560000","84.02591774","1.62554555","14832255","79.863"
"Cambodia","NF",6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,29,2013,"Asia Pacific",88,7.2,6.2,7,7.4,7.3,6.4,8.3,8.1,7.8,6.2,8,NA,4,3,0.553,0.894,"0.485",28.3,20.3,20.3,28.3,"","","20","0","0.000907739","13876856310","7.480003653","920.303572","44559768497","0","0","0","0","0","0","0","144496","0","72.69999695","0","82.5","83","49.91969894","8446339","67.77204878","0.522278275","0","0","1.575896014","0","133.8902393","32.9","564820000","85.42127804","1.646993135","15078564","79.681"
"Cambodia","NF",6,5,1,1,1,3,1,1,1,1,4,1,1,1,3,0,0,10,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,30,2014,"Asia Pacific",88.5,7.5,6.1,7.3,7.2,7.4,6.1,8.4,8,7.9,6.3,8.6,3,3,3,0.558,0.895,"0.48200000000000004",28.3,20.3,20.3,26.3,"","","21","0","3.54941E-05","14858161722","7.071525352","969.3391109","47710823823","0","0","0","0","0","0","0","154926","0","72.69999695","0","82.5","0","49.82104875","8623857","68.21229268","0.496150656","0","0","1.658979246","0","132.7337981","30.6","600130000","86.8351235","1.641596126","15328136","79.486"
"Cambodia","NF",6,5,1,1,2,4,1,1,1,1,4,1,1,1,3,0,0,11,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,31,2015,"Asia Pacific",87.9,7,5.8,7.4,7.5,7.1,6.4,8.4,7.7,8.3,6.7,8.2,2,3,2,0.563,0.892,"0.479",27.3,20.3,20.3,24.6,"","","21","128","2.95169E-05","15903594934","7.036087179","1020.907565","51067798981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.472972946","72.29683685","84.95443726","0","0","133.0003478","28.7","0","88.25005099","1.616308513","15577899","79.277"
"Cambodia","NF",6,5,1,1,2,4,1,1,1,1,4,1,1,1,3,0,0,11,1,3,2,3,9,1,1,1,3,0,1,1,1,3,2,1,2,1,6,21,32,2016,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia","NF",6,5,1,1,2,4,1,1,1,1,4,1,1,1,3,0,0,11,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,2,1,6,20,31,2017,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cameroon","NF",6,6,1,1,1,3,2,1,1,1,5,1,1,1,3,0,0,11,1,2,2,2,7,1,1,1,3,0,1,1,0,2,1,1,1,1,4,16,27,2006,"Sub-Saharan Africa",88.4,6.5,6.8,6.5,8,8.7,6,8.5,8,7.2,7.6,7.9,3,NA,4,0.456,NA,"",NA,NA,NA,NA,"","","2.3","0","61.61078082","21124441591","3.224002985","1135.899219","47413523255","0","0","0","0","0","0","0","0","0","47.59999847","0","69.19999695","0","45.41363637","7181779","52.1502439","3.909395213","0","0","1.431108112","0.070309381","16.84911141","120.7","1549370000","39.34147575","2.560365422","18597109","50.857"
